Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_neutral_m1,feature_neutral_m2,feature_hdil_min,feature_hdil_max,feature_hdil_median,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
pc1-1068.arff,21,2,1109,0.00000000,0.00000000,0.00000000,10.47754270,0.00000000,2.66792610,3.22342250,0.00000000,0.04527310,0.02201130,0.01437890,0.06553870,0.00000000,0.04527310,0.02201130,0.01404830,0.06096890,0.60534530,0.60600600,0.60450450,0.60630630,0.60180180,0.60180180,0.60630630
PizzaCutter3-1444.arff,37,2,1043,0.00000000,0.00000000,0.00000000,18.48353560,0.00000000,4.69701550,3.23242630,0.00000000,0.09730670,0.02699650,0.02856350,0.48756360,0.00000000,0.09730670,0.02699650,0.02818520,0.46808360,0.61165880,0.61027540,0.60343530,0.61247000,0.61055160,0.61055160,0.61055160
fri_c3_250_10-793.arff,10,2,250,0.00000000,0.00000000,0.00000000,4.92059080,0.00000000,1.71782000,1.67041360,0.00000000,0.42574060,0.00000000,0.16007840,1.78369170,0.00000000,0.42574060,0.00000000,0.15262880,1.52714420,0.69257670,0.69257670,0.69257670,0.69257670,0.69257670,0.66076060,0.69257670
parity5_plus_5-40706.arff,10,2,1124,0.00000000,0.00000000,0.00000000,4.76618380,0.00000000,1.55656050,2.11426210,0.00000000,0.00011080,0.00000250,0.00004450,1.54314890,0.00000000,0.00011080,0.00000250,0.00004240,1.32119860,0.59022220,0.65265720,0.59022220,0.59022220,0.59022220,0.59022220,0.77752710
solar-flare-40687.arff,12,6,1066,0.00000000,0.00000000,0.00000000,5.89138790,0.00000000,2.18702850,1.65520510,0.00000000,1.07575880,0.08955520,0.34337650,2.02916060,0.00000000,1.07575880,0.08955520,0.32990550,1.78480330,0.60210770,0.60193350,0.60210770,0.60210770,0.59891800,0.60210770,0.60210770
threeOf9-40690.arff,9,2,512,0.00000000,0.00000000,0.00000000,4.47211990,0.00000000,1.40011540,2.22622930,0.00638110,0.06840960,0.04295750,0.02281130,-0.01878010,0.00638110,0.06840960,0.04295750,0.02164070,-0.01578670,0.51618800,0.52560130,0.52974070,0.52037230,0.52521410,0.52521410,0.52521410
pharynx-738.arff,11,2,195,0.00000000,0.00000000,0.00000000,5.38609470,0.00000000,1.95046130,1.71071490,0.00000000,0.88201290,0.02719040,0.26332360,2.84359360,0.00000000,0.88201290,0.02719040,0.25211310,2.47087080,0.64615390,0.64605800,0.64615390,0.64615390,0.64615390,0.64327690,0.64615390
lymph-1006.arff,18,2,148,0.00000000,0.00000000,0.00000000,8.89428700,0.00000000,3.09326210,2.13754940,0.00000000,0.31096910,0.03660840,0.08438870,1.70913730,0.00000000,0.31096910,0.03660840,0.08213800,1.57055850,0.59636080,0.59991380,0.58923980,0.60120960,0.58482900,0.58606740,0.57827550
fri_c0_1000_50-904.arff,50,2,1000,0.00000000,0.00000000,0.00000000,24.82873240,0.00000000,9.24722630,1.71510430,0.00000000,0.16238410,0.00000000,0.03436150,3.73957410,0.00000000,0.16238410,0.00000000,0.03402300,3.62861630,0.69177710,0.65242980,0.64265890,0.69570230,0.68390510,0.68931780,0.68931780
fri_c0_250_10-763.arff,10,2,250,0.00000000,0.00000000,0.00000000,4.79942600,0.00000000,1.67127620,1.81407850,0.00000000,0.19742680,0.00000000,0.07771320,1.46116980,0.00000000,0.19742680,0.00000000,0.07409670,1.25101040,0.62265590,0.62737680,0.61657670,0.61676060,0.62819380,0.61276060,0.62317300
fri_c4_250_100-834.arff,100,2,250,0.00000000,0.00000000,0.00000000,49.95418800,0.00000000,18.14003340,2.12332890,0.00000000,0.40402240,0.00000000,0.05303590,6.77516340,0.00000000,0.40402240,0.00000000,0.05277270,6.67411070,0.70442840,0.65673750,0.67860970,0.71173850,0.67862970,0.70773850,0.70747090
triazines-788.arff,60,2,186,0.00000000,0.00000000,0.00000000,29.96339340,0.00000000,10.68693650,2.12510110,0.00000000,0.12185500,0.00000000,0.03152450,1.61515720,0.00000000,0.12185500,0.00000000,0.03126500,1.57515090,0.67881690,0.67396350,0.67062010,0.69542010,0.61272570,0.62514980,0.61922750
autoUniv-au6-750-1549.arff,40,8,750,0.00000000,0.00000000,0.00000000,19.96635690,0.00000000,5.87319300,2.90156300,0.00000000,0.01015290,0.00000000,0.00195950,4.17536240,0.00000000,0.01015290,0.00000000,0.00193550,4.02089680,0.63051780,0.61949900,0.61527660,0.63399090,0.60237360,0.62400000,0.60795870
fri_c2_100_25-775.arff,25,2,100,0.00000000,0.00000000,0.00000000,12.42296180,0.00000000,5.05547040,1.29896740,0.00000000,0.37597470,0.00000000,0.10256900,3.29898000,0.00000000,0.37597470,0.00000000,0.10057720,3.10510400,0.72243550,0.71776970,0.68717300,0.72000000,0.72764970,0.70888120,0.72764970
sa-heart-1498.arff,9,2,462,0.00000000,0.00000000,0.00000000,4.42812910,0.00000000,1.31554140,2.67916070,0.00000000,0.12004940,0.03747350,0.04206510,0.89909790,0.00000000,0.12004940,0.03747350,0.03990640,0.75578660,0.60864970,0.60545400,0.60864970,0.60000000,0.59351350,0.59351350,0.59351350
wine-973.arff,13,2,178,0.00000000,0.00000000,0.00000000,6.28408690,0.00000000,2.54685110,0.96800320,0.00000000,0.67039870,0.16485860,0.21805370,0.84511800,0.00000000,0.67039870,0.16485860,0.21012180,0.75098160,0.85411200,0.85480150,0.84832330,0.85680460,0.75254870,0.68779050,0.75254870
fri_c3_100_50-716.arff,50,2,100,0.00000000,0.00000000,0.00000000,24.96647710,0.00000000,9.99557480,1.34161200,0.00000000,0.42848890,0.00000000,0.06626400,5.50276820,0.00000000,0.42848890,0.00000000,0.06561120,5.33949410,0.74657230,0.69490840,0.70397720,0.74946540,0.67831780,0.74946540,0.74946540
climate-model-simulation-crashes-1467.arff,20,2,540,0.00000000,0.00000000,0.00000000,9.97750240,0.00000000,2.56029010,3.19053820,0.00000000,0.08166710,0.00000000,0.02604230,2.28207600,0.00000000,0.08166710,0.00000000,0.02541470,2.11516470,0.59929210,0.60181620,0.59695250,0.60185190,0.59492100,0.58745730,0.59139690
fri_c2_250_50-877.arff,50,2,250,0.00000000,0.00000000,0.00000000,24.95197610,0.00000000,8.93046610,2.12479160,0.00000000,0.42732150,0.00000000,0.07726400,4.92293810,0.00000000,0.42732150,0.00000000,0.07650270,4.77686830,0.70952300,0.67696700,0.65997720,0.71146540,0.70346540,0.70346540,0.70346540
glass-1005.arff,9,2,214,0.00000000,0.00000000,0.00000000,4.46704080,0.00000000,1.45783950,2.22809190,0.00000000,0.24097530,0.06721940,0.07924970,1.50240810,0.00000000,0.24097530,0.06721940,0.07518280,1.26293250,0.61329350,0.62203710,0.61024770,0.62391060,0.58286060,0.60853280,0.61460830
fri_c2_250_25-794.arff,25,2,250,0.00000000,0.00000000,0.00000000,12.42374930,0.00000000,4.51444040,1.66006770,0.00000000,0.46703140,0.00000000,0.11198630,3.39689210,0.00000000,0.46703140,0.00000000,0.10981160,3.19726200,0.70671640,0.70776750,0.69480220,0.72429420,0.69629420,0.69229420,0.70116000
fri_c4_250_50-918.arff,50,2,250,0.00000000,0.00000000,0.00000000,24.95685140,0.00000000,8.95286910,2.12498540,0.00000000,0.34052030,0.00000000,0.06426470,4.29962320,0.00000000,0.34052030,0.00000000,0.06363150,4.17204790,0.74290510,0.69667260,0.67322280,0.74970230,0.74690510,0.73890510,0.72800000
tokyo1-40705.arff,44,2,959,0.00000000,0.00000000,0.00000000,21.97353090,0.00000000,4.91343090,4.47213600,0.00000000,0.66128270,0.31644840,0.19631840,0.11310640,0.00000000,0.66128270,0.31644840,0.19412490,0.10929810,0.60138730,0.60400070,0.60358860,0.59874400,0.60431370,0.59838030,0.59703050
PizzaCutter1-1443.arff,37,2,661,0.00000000,0.00000000,0.00000000,18.47371920,0.00000000,4.13084920,4.47213600,0.00000000,0.09145860,0.02752480,0.02694970,0.51692150,0.00000000,0.09145860,0.02752480,0.02659270,0.49626860,0.61675830,0.61432660,0.61191210,0.61744790,0.61666670,0.60793390,0.61060610
fri_c3_250_50-873.arff,50,2,250,0.00000000,0.00000000,0.00000000,24.96048470,0.00000000,8.98950020,2.12398170,0.00000000,0.35238710,0.00000000,0.06615270,4.63425990,0.00000000,0.35238710,0.00000000,0.06550090,4.49675560,0.74004930,0.68390430,0.67954500,0.74231780,0.63262680,0.72690510,0.72690510
fri_c0_500_10-943.arff,10,2,500,0.00000000,0.00000000,0.00000000,4.95078030,0.00000000,1.61686340,1.97854180,0.00000000,0.13836680,0.00000000,0.06264760,1.08060280,0.00000000,0.13836680,0.00000000,0.05973210,0.92518020,0.61087480,0.61598960,0.61619380,0.61619380,0.61117300,0.61517300,0.61517300
fri_c0_250_50-732.arff,50,2,250,0.00000000,0.00000000,0.00000000,24.85531990,0.00000000,9.41411560,1.68781720,0.00000000,0.14741850,0.00000000,0.02812870,4.17681620,0.00000000,0.14741850,0.00000000,0.02785160,4.05288480,0.65520920,0.64848810,0.65330340,0.68170230,0.64690510,0.63546540,0.64690510
ar4-1061.arff,29,2,107,0.00000000,0.00000000,0.00000000,14.47490180,0.00000000,4.97820860,2.13613570,0.00000000,0.27215210,0.14485150,0.07932000,-0.42813690,0.00000000,0.27215210,0.14485150,0.07798680,-0.40639100,0.63058830,0.63340940,0.62686820,0.62695460,0.61860460,0.61151690,0.61860460
heart-h-1565.arff,13,5,294,0.00000000,0.00000000,0.00000000,6.46053940,0.00000000,1.91861880,2.45442480,0.00000000,0.28557630,0.00000000,0.11953340,0.79754660,0.00000000,0.28557630,0.00000000,0.11518520,0.70870900,0.60503610,0.61067530,0.61847110,0.61847110,0.59480220,0.59734240,0.59734240
credit-g-31.arff,20,2,1000,0.00000000,0.00000000,0.00000000,9.88494040,0.00000000,2.98654160,2.89009740,0.00000000,0.09473880,0.01007650,0.02218500,2.58079550,0.00000000,0.09473880,0.01007650,0.02165030,2.39203580,0.60020140,0.60190340,0.59912070,0.60512830,0.58700000,0.59006910,0.58656850
thoracic_surgery-4329.arff,16,2,470,0.00000000,0.00000000,0.00000000,7.94220610,0.00000000,2.43996980,2.37321440,0.00000000,0.02428420,0.00392360,0.00715830,1.89527360,0.00000000,0.02428420,0.00392360,0.00694450,1.72286280,0.60871900,0.60946590,0.60851060,0.61063830,0.60851060,0.59813480,0.59787240
stock-841.arff,9,2,950,0.00000000,0.00000000,0.00000000,4.47531280,0.00000000,1.31139620,2.34713700,0.09116660,0.64764250,0.28050760,0.18353530,0.76696210,0.09116660,0.64764250,0.28050760,0.17411680,0.64471260,0.62886530,0.63829170,0.63629420,0.63629420,0.60000000,0.60000000,0.60000000
qsar-biodeg-1494.arff,41,2,1055,0.00000000,0.00000000,0.00000000,20.47418550,0.00000000,5.74390740,2.95129910,0.00000000,0.21760140,0.05680050,0.05493380,0.80623050,0.00000000,0.21760140,0.05680050,0.05427590,0.77712290,0.60565370,0.61520110,0.61037670,0.61611380,0.59345060,0.59810430,0.59681680
heart-h-51.arff,13,5,294,0.00000000,0.00000000,0.00000000,6.46064010,0.00000000,1.64164970,3.23275790,0.00000000,0.25393350,0.01737220,0.10098210,1.27047230,0.00000000,0.25393350,0.01737220,0.09730880,1.12895620,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000
SPECT-336.arff,22,2,267,0.00000000,0.00000000,0.00000000,10.96963460,0.00000000,3.74548710,2.13833220,0.00063370,0.13385700,0.01197000,0.03701860,1.90548860,0.00063370,0.13385700,0.01197000,0.03620490,1.77854380,0.63237600,0.63578500,0.61956540,0.63235720,0.63235720,0.63235720,0.61436390
fri_c4_500_10-855.arff,10,2,500,0.00000000,0.00000000,0.00000000,4.83967700,0.00000000,1.65854860,1.83941510,0.00000000,0.28503410,0.01223730,0.10413310,1.46309210,0.00000000,0.28503410,0.01223730,0.09928700,1.25265630,0.63426320,0.63917300,0.63917300,0.63917300,0.63457670,0.63457670,0.63457670
fri_c2_250_10-830.arff,10,2,250,0.00000000,0.00000000,0.00000000,4.89900550,0.00000000,1.62276030,2.17589290,0.00000000,0.45805710,0.00000000,0.19007940,1.66780260,0.00000000,0.45805710,0.00000000,0.18123360,1.42792340,0.65249790,0.65923630,0.64857670,0.66057670,0.64476060,0.64476060,0.64476060
calendarDOW-40663.arff,32,5,399,0.00000000,0.00000000,0.00000000,15.92926860,0.00000000,5.57181470,2.13548330,0.00000000,0.64906280,0.18572900,0.17049950,1.20585270,0.00000000,0.64906280,0.18572900,0.16789630,1.15026150,0.62787190,0.63997710,0.64443010,0.65414330,0.57414330,0.57943010,0.57500000
energy-efficiency-1472.arff,9,38,768,0.00000000,0.00000000,0.00000000,4.37510540,0.00000000,1.41469640,2.28659570,0.00000000,2.84838860,1.03260370,0.87968570,0.44197520,0.00000000,2.84838860,1.03260370,0.83454310,0.37152680,0.60150590,0.60150590,0.60150590,0.60150590,0.55514340,0.60150590,0.59087950
eucalyptus-188.arff,19,5,736,0.00000000,0.00000000,0.00000000,9.46175200,0.00000000,3.41067690,1.61645600,0.00000000,0.64044790,0.24158730,0.17088390,0.59997910,0.00000000,0.64044790,0.24158730,0.16655700,0.55383750,0.66981200,0.72815000,0.71230460,0.67331370,0.63945580,0.63945580,0.63945580
lsvt-1484.arff,310,2,126,0.00000000,0.00000000,0.00000000,154.82791550,0.00000000,55.76657700,2.12617920,0.00000000,0.35168360,0.00000000,0.07897350,1.17423160,0.00000000,0.35168360,0.00000000,0.07884640,1.16856040,0.70010020,0.69534820,0.69573680,0.71974880,0.67021430,0.66231000,0.66982410
fri_c3_1000_10-740.arff,10,2,1000,0.00000000,0.00000000,0.00000000,4.88495840,0.00000000,1.66416430,1.87784000,0.00000000,0.32426250,0.00000000,0.11941800,1.62197930,0.00000000,0.32426250,0.00000000,0.11386060,1.38869080,0.65768310,0.65917300,0.65917300,0.65917300,0.64519380,0.65757670,0.65757670
clean1-40665.arff,168,2,476,0.00000000,0.00000000,0.00000000,83.93248860,0.00000000,32.86968730,1.65461800,0.00000000,0.98772710,0.05813960,0.09084370,7.71903070,0.00000000,0.98772710,0.05813960,0.09057450,7.65034570,0.81052630,0.74936640,0.72698450,0.81052630,0.81052630,0.81052630,0.81052630
solar-flare-40702.arff,10,2,1066,0.00000000,0.00000000,0.00000000,4.95166310,0.00000000,1.44553060,2.47481760,0.00000000,0.09119850,0.01676310,0.03140010,0.98603380,0.00000000,0.09119850,0.01676310,0.02993880,0.84421310,0.61314550,0.61314550,0.61314550,0.61314550,0.61314550,0.61220660,0.61220660
wdbc-1510.arff,30,2,569,0.00000000,0.00000000,0.00000000,14.96135570,0.00000000,3.34546080,4.47213600,0.00000000,0.68504370,0.26327500,0.23863310,0.24053710,0.00000000,0.68504370,0.26327500,0.23475270,0.22872060,0.60019100,0.60288970,0.60066640,0.60335690,0.59584640,0.59283060,0.59409200
robot-failures-lp5-1520.arff,90,5,164,0.00000000,0.00000000,0.00000000,44.98149030,0.00000000,13.09311190,2.90910100,0.00000000,0.81994320,0.34272020,0.18891870,-0.14733960,0.00000000,0.81994320,0.34272020,0.18787790,-0.14489930,0.64685310,0.64729700,0.62625910,0.65970930,0.63231860,0.61212120,0.61183000
fri_c4_500_25-838.arff,25,2,500,0.00000000,0.00000000,0.00000000,12.35814940,0.00000000,4.28676780,1.96499880,0.00000000,0.37886790,0.00000000,0.09165070,3.24063770,0.00000000,0.37886790,0.00000000,0.08987090,3.05019040,0.69964970,0.69052760,0.69429420,0.69964970,0.69964970,0.69964970,0.69964970
parkinsons-1488.arff,22,2,195,0.00000000,0.00000000,0.00000000,10.96998000,0.00000000,3.53475020,2.20254900,0.06483610,0.37457850,0.16911070,0.07626040,1.11708040,0.06483610,0.37457850,0.16911070,0.07458410,1.04265980,0.61946260,0.62271800,0.61017170,0.61922520,0.61105690,0.59487180,0.60753200
fri_c4_100_100-828.arff,100,2,100,0.00000000,0.00000000,0.00000000,49.94685550,0.00000000,21.51835560,1.25616050,0.00000000,0.36529550,0.00000000,0.04407490,7.32620420,0.00000000,0.36529550,0.00000000,0.04385620,7.21693260,0.72050390,0.71397260,0.74019380,0.75973850,0.68000000,0.70422320,0.68000000
heart-statlog-53.arff,13,2,270,0.00000000,0.00000000,0.00000000,6.47033470,0.00000000,2.11438870,2.16777880,0.00000000,0.20303020,0.10991670,0.07226010,0.06598220,0.00000000,0.20303020,0.10991670,0.06963150,0.05863250,0.62806280,0.62934580,0.62813550,0.62813550,0.62813550,0.62813550,0.60616730
fri_c2_1000_50-866.arff,50,2,1000,0.00000000,0.00000000,0.00000000,24.95761420,0.00000000,8.73605820,2.13169800,0.00000000,0.44851620,0.00000000,0.07727960,4.97171580,0.00000000,0.44851620,0.00000000,0.07651830,4.82419870,0.71286000,0.68079220,0.66192950,0.71190510,0.71331780,0.71331780,0.71331780
fri_c3_500_25-896.arff,25,2,500,0.00000000,0.00000000,0.00000000,12.27869660,0.00000000,4.24359600,1.86744490,0.00000000,0.31976410,0.00000000,0.08775460,3.15870840,0.00000000,0.31976410,0.00000000,0.08605040,2.97307600,0.68764970,0.67703460,0.65735250,0.68764970,0.68764970,0.68764970,0.68764970
ar6-1064.arff,29,2,101,0.00000000,0.00000000,0.00000000,14.30886340,0.00000000,5.50197020,1.65030540,0.00000000,0.09502020,0.00000000,0.03266990,1.95130950,0.00000000,0.09502020,0.00000000,0.03212080,1.85219880,0.70000000,0.70451910,0.69965890,0.70000000,0.68000000,0.64291230,0.66689110
primary-tumor-171.arff,17,22,339,0.00000000,0.00000000,0.00000000,8.38153350,0.00000000,2.55635470,2.88844950,0.02036690,0.32140420,0.17014810,0.09021710,0.09647890,0.02036690,0.32140420,0.17014810,0.08767530,0.08820690,0.58661070,0.59539680,0.59652720,0.59400080,0.56770590,0.57593900,0.58068420
fri_c4_250_25-933.arff,25,2,250,0.00000000,0.00000000,0.00000000,12.39841370,0.00000000,4.56756250,1.71522560,0.00000000,0.40341600,0.00000000,0.09607190,3.20073770,0.00000000,0.40341600,0.00000000,0.09420620,3.01263520,0.71563410,0.71142000,0.71229420,0.72829420,0.70829420,0.70964970,0.70964970
