Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_hdil_max,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
fri_c2_100_10-762.arff,10,2,100,4.9844401,1.7447673,1.8155788,0,0.3966081,0,0.1444159,1.9501749,0,0.3966081,0,0.1376952,1.6696822,0.6467606,0.667063,0.637173,0.6667606,0.6467606,0.6467606,0.6467606
cylinder-bands-6332.arff,39,2,540,19.4609489,6.7786113,2.136987,0,0.8356993,0.0168292,0.1781502,3.9351741,0,0.8356993,0.0168292,0.1759093,3.7859093,0.6472163,0.6615177,0.6463002,0.6839895,0.6133182,0.630831,0.6126484
vehicle-994.arff,18,2,846,8.9450189,2.6302351,2.9017997,0.0130644,0.2809468,0.1092041,0.0910679,0.4056355,0.0130644,0.2809468,0.1092041,0.088639,0.3727461,0.5936445,0.5945383,0.595157,0.595157,0.5597751,0.5777834,0.5777834
autoHorse-840.arff,25,2,205,12.4278321,4.7349771,1.6609563,0,0.5725018,0.2003176,0.2010107,0.2979577,0,0.5725018,0.2003176,0.1971072,0.2804472,0.6407139,0.6515761,0.6505876,0.6645869,0.5951219,0.6191925,0.6338266
solar-flare-40686.arff,12,5,315,5.9245637,2.1407549,1.500677,0.0161514,0.8730735,0.0584631,0.3151335,1.8700148,0.0161514,0.8730735,0.0584631,0.3027705,1.6448224,0.6128616,0.6211063,0.6156877,0.6227946,0.5998147,0.603762,0.603762
fri_c1_1000_10-910.arff,10,2,1000,4.9021007,1.6492142,1.8375026,0,0.336941,0.0073498,0.1320875,1.7217343,0,0.336941,0.0073498,0.1259405,1.4740981,0.6575767,0.65741,0.6575767,0.6575767,0.6575767,0.6575767,0.6575767
fri_c0_100_10-808.arff,10,2,100,4.9551247,1.7877332,1.6092497,0,0.1200206,0,0.0489865,1.7851087,0,0.1200206,0,0.0467068,1.5283574,0.6705498,0.6699938,0.6725767,0.5967606,0.6525767,0.6101938,0.6525767
mu284-880.arff,10,2,284,4.0138889,1.7522291,0.4775521,0,1,0.0590422,0.3372198,1.9289054,0,1,0.0590422,0.3215265,1.6514719,0.6701754,0.6701754,0.6701754,0.6701754,0.6701754,0.6701754,0.5929824
MiceProtein-40966.arff,81,8,1080,40.2577859,14.1267968,2.1403675,0,2.9930268,0.2176054,0.402546,3.9624107,0,2.9930268,0.2176054,0.4000839,3.8895413,0.6342048,0.6301188,0.6317792,0.6342592,0.6309738,0.6292172,0.6336009
audiology-7.arff,69,24,226,34.3917581,14.4625829,1.2779081,0.0088355,0.9034409,0.0443483,0.2050083,2.2118235,0.0088355,0.9034409,0.0443483,0.2035386,2.1641289,0.6402094,0.6431378,0.6357682,0.6477008,0.6454318,0.6383884,0.6423946
vote-56.arff,16,2,435,7.9092631,2.3198265,2.8898508,0.0000117,0.7078541,0.2067686,0.1817348,1.0017955,0.0000117,0.7078541,0.2067686,0.1763086,0.9106633,0.6095445,0.6095267,0.6096508,0.6098003,0.6091954,0.6091954,0.6098003
fri_c1_100_10-789.arff,10,2,100,4.9302885,1.7097972,1.8049813,0,0.3845102,0,0.127897,2.3736195,0,0.3845102,0,0.121945,2.032223,0.7267606,0.7262878,0.7267606,0.7267606,0.7267606,0.7267606,0.7267606
prnn_fglass-996.arff,9,2,214,4.2862683,1.6033577,1.3541545,0,0.2409753,0.0672194,0.0792497,1.5024081,0,0.2409753,0.0672194,0.0751828,1.2629325,0.7557419,0.7552921,0.7308873,0.7534884,0.591643,0.7116279,0.591643
zoo-965.arff,17,2,101,8.2477523,2.8514103,1.8753769,0.0006368,0.9743197,0.1724277,0.3339315,1.1731344,0.0006368,0.9743197,0.1724277,0.3245231,1.0725507,0.6,0.5992752,0.6,0.6,0.5962942,0.5982802,0.5962942
fri_c3_500_50-937.arff,50,2,500,24.8595198,7.6216092,2.8880326,0,0.3431337,0,0.0577505,4.8587976,0,0.3431337,0,0.0571816,4.714631,0.7629051,0.6982018,0.7044796,0.7629051,0.644381,0.7629051,0.7629051
DiabeticMellitus-41430.arff,97,2,281,48.4088846,17.414986,2.124995,0,0.885679,0,0.0925513,9.0249487,0,0.885679,0,0.0920779,8.8862005,0.7392857,0.6947999,0.6895681,0.7392857,0.7392857,0.7392857,0.7392857
soybean-42.arff,35,19,683,17.4656844,6.4892979,1.6781841,0.0460895,1.1517242,0.361351,0.3029631,0.6007647,0.0460895,1.1517242,0.361351,0.2987256,0.5754097,0.5698653,0.5834641,0.5824349,0.571283,0.5431508,0.5701922,0.5577166
breast-w-15.arff,9,2,699,4.462033,1.1429465,3.1979212,0.1978519,0.6745876,0.5048526,0.1411149,-1.0704193,0.1978519,0.6745876,0.5048526,0.1338733,-0.8998003,0.5962942,0.5956275,0.5962942,0.5948656,0.5905799,0.5899239,0.5870667
pc1-1068.arff,21,2,1109,10.4775427,2.6679261,3.2234225,0,0.0452731,0.0220113,0.0143789,0.0655387,0,0.0452731,0.0220113,0.0140483,0.0609689,0.6053453,0.606006,0.6045045,0.6063063,0.6018018,0.6018018,0.6063063
PizzaCutter3-1444.arff,37,2,1043,18.4835356,4.6970155,3.2324263,0,0.0973067,0.0269965,0.0285635,0.4875636,0,0.0973067,0.0269965,0.0281852,0.4680836,0.6116588,0.6102754,0.6034353,0.61247,0.6105516,0.6105516,0.6105516
fri_c3_250_10-793.arff,10,2,250,4.9205908,1.71782,1.6704136,0,0.4257406,0,0.1600784,1.7836917,0,0.4257406,0,0.1526288,1.5271442,0.6925767,0.6925767,0.6925767,0.6925767,0.6925767,0.6607606,0.6925767
parity5_plus_5-40706.arff,10,2,1124,4.7661838,1.5565605,2.1142621,0,0.0001108,0.0000025,0.0000445,1.5431489,0,0.0001108,0.0000025,0.0000424,1.3211986,0.5902222,0.6526572,0.5902222,0.5902222,0.5902222,0.5902222,0.7775271
solar-flare-40687.arff,12,6,1066,5.8913879,2.1870285,1.6552051,0,1.0757588,0.0895552,0.3433765,2.0291606,0,1.0757588,0.0895552,0.3299055,1.7848033,0.6021077,0.6019335,0.6021077,0.6021077,0.598918,0.6021077,0.6021077
threeOf9-40690.arff,9,2,512,4.4721199,1.4001154,2.2262293,0.0063811,0.0684096,0.0429575,0.0228113,-0.0187801,0.0063811,0.0684096,0.0429575,0.0216407,-0.0157867,0.516188,0.5256013,0.5297407,0.5203723,0.5252141,0.5252141,0.5252141
pharynx-738.arff,11,2,195,5.3860947,1.9504613,1.7107149,0,0.8820129,0.0271904,0.2633236,2.8435936,0,0.8820129,0.0271904,0.2521131,2.4708708,0.6461539,0.646058,0.6461539,0.6461539,0.6461539,0.6432769,0.6461539
lymph-1006.arff,18,2,148,8.894287,3.0932621,2.1375494,0,0.3109691,0.0366084,0.0843887,1.7091373,0,0.3109691,0.0366084,0.082138,1.5705585,0.5963608,0.5999138,0.5892398,0.6012096,0.584829,0.5860674,0.5782755
fri_c0_1000_50-904.arff,50,2,1000,24.8287324,9.2472263,1.7151043,0,0.1623841,0,0.0343615,3.7395741,0,0.1623841,0,0.034023,3.6286163,0.6917771,0.6524298,0.6426589,0.6957023,0.6839051,0.6893178,0.6893178
fri_c0_250_10-763.arff,10,2,250,4.799426,1.6712762,1.8140785,0,0.1974268,0,0.0777132,1.4611698,0,0.1974268,0,0.0740967,1.2510104,0.6226559,0.6273768,0.6165767,0.6167606,0.6281938,0.6127606,0.623173
fri_c4_250_100-834.arff,100,2,250,49.954188,18.1400334,2.1233289,0,0.4040224,0,0.0530359,6.7751634,0,0.4040224,0,0.0527727,6.6741107,0.7044284,0.6567375,0.6786097,0.7117385,0.6786297,0.7077385,0.7074709
triazines-788.arff,60,2,186,29.9633934,10.6869365,2.1251011,0,0.121855,0,0.0315245,1.6151572,0,0.121855,0,0.031265,1.5751509,0.6788169,0.6739635,0.6706201,0.6954201,0.6127257,0.6251498,0.6192275
autoUniv-au6-750-1549.arff,40,8,750,19.9663569,5.873193,2.901563,0,0.0101529,0,0.0019595,4.1753624,0,0.0101529,0,0.0019355,4.0208968,0.6305178,0.619499,0.6152766,0.6339909,0.6023736,0.624,0.6079587
fri_c2_100_25-775.arff,25,2,100,12.4229618,5.0554704,1.2989674,0,0.3759747,0,0.102569,3.29898,0,0.3759747,0,0.1005772,3.105104,0.7224355,0.7177697,0.687173,0.72,0.7276497,0.7088812,0.7276497
sa-heart-1498.arff,9,2,462,4.4281291,1.3155414,2.6791607,0,0.1200494,0.0374735,0.0420651,0.8990979,0,0.1200494,0.0374735,0.0399064,0.7557866,0.6086497,0.605454,0.6086497,0.6,0.5935135,0.5935135,0.5935135
wine-973.arff,13,2,178,6.2840869,2.5468511,0.9680032,0,0.6703987,0.1648586,0.2180537,0.845118,0,0.6703987,0.1648586,0.2101218,0.7509816,0.854112,0.8548015,0.8483233,0.8568046,0.7525487,0.6877905,0.7525487
fri_c3_100_50-716.arff,50,2,100,24.9664771,9.9955748,1.341612,0,0.4284889,0,0.066264,5.5027682,0,0.4284889,0,0.0656112,5.3394941,0.7465723,0.6949084,0.7039772,0.7494654,0.6783178,0.7494654,0.7494654
climate-model-simulation-crashes-1467.arff,20,2,540,9.9775024,2.5602901,3.1905382,0,0.0816671,0,0.0260423,2.282076,0,0.0816671,0,0.0254147,2.1151647,0.5992921,0.6018162,0.5969525,0.6018519,0.594921,0.5874573,0.5913969
fri_c2_250_50-877.arff,50,2,250,24.9519761,8.9304661,2.1247916,0,0.4273215,0,0.077264,4.9229381,0,0.4273215,0,0.0765027,4.7768683,0.709523,0.676967,0.6599772,0.7114654,0.7034654,0.7034654,0.7034654
glass-1005.arff,9,2,214,4.4670408,1.4578395,2.2280919,0,0.2409753,0.0672194,0.0792497,1.5024081,0,0.2409753,0.0672194,0.0751828,1.2629325,0.6132935,0.6220371,0.6102477,0.6239106,0.5828606,0.6085328,0.6146083
fri_c2_250_25-794.arff,25,2,250,12.4237493,4.5144404,1.6600677,0,0.4670314,0,0.1119863,3.3968921,0,0.4670314,0,0.1098116,3.197262,0.7067164,0.7077675,0.6948022,0.7242942,0.6962942,0.6922942,0.70116
fri_c4_250_50-918.arff,50,2,250,24.9568514,8.9528691,2.1249854,0,0.3405203,0,0.0642647,4.2996232,0,0.3405203,0,0.0636315,4.1720479,0.7429051,0.6966726,0.6732228,0.7497023,0.7469051,0.7389051,0.728
tokyo1-40705.arff,44,2,959,21.9735309,4.9134309,4.472136,0,0.6612827,0.3164484,0.1963184,0.1131064,0,0.6612827,0.3164484,0.1941249,0.1092981,0.6013873,0.6040007,0.6035886,0.598744,0.6043137,0.5983803,0.5970305
PizzaCutter1-1443.arff,37,2,661,18.4737192,4.1308492,4.472136,0,0.0914586,0.0275248,0.0269497,0.5169215,0,0.0914586,0.0275248,0.0265927,0.4962686,0.6167583,0.6143266,0.6119121,0.6174479,0.6166667,0.6079339,0.6106061
fri_c3_250_50-873.arff,50,2,250,24.9604847,8.9895002,2.1239817,0,0.3523871,0,0.0661527,4.6342599,0,0.3523871,0,0.0655009,4.4967556,0.7400493,0.6839043,0.679545,0.7423178,0.6326268,0.7269051,0.7269051
fri_c0_500_10-943.arff,10,2,500,4.9507803,1.6168634,1.9785418,0,0.1383668,0,0.0626476,1.0806028,0,0.1383668,0,0.0597321,0.9251802,0.6108748,0.6159896,0.6161938,0.6161938,0.611173,0.615173,0.615173
fri_c0_250_50-732.arff,50,2,250,24.8553199,9.4141156,1.6878172,0,0.1474185,0,0.0281287,4.1768162,0,0.1474185,0,0.0278516,4.0528848,0.6552092,0.6484881,0.6533034,0.6817023,0.6469051,0.6354654,0.6469051
ar4-1061.arff,29,2,107,14.4749018,4.9782086,2.1361357,0,0.2721521,0.1448515,0.07932,-0.4281369,0,0.2721521,0.1448515,0.0779868,-0.406391,0.6305883,0.6334094,0.6268682,0.6269546,0.6186046,0.6115169,0.6186046
heart-h-1565.arff,13,5,294,6.4605394,1.9186188,2.4544248,0,0.2855763,0,0.1195334,0.7975466,0,0.2855763,0,0.1151852,0.708709,0.6050361,0.6106753,0.6184711,0.6184711,0.5948022,0.5973424,0.5973424
credit-g-31.arff,20,2,1000,9.8849404,2.9865416,2.8900974,0,0.0947388,0.0100765,0.022185,2.5807955,0,0.0947388,0.0100765,0.0216503,2.3920358,0.6002014,0.6019034,0.5991207,0.6051283,0.587,0.5900691,0.5865685
thoracic_surgery-4329.arff,16,2,470,7.9422061,2.4399698,2.3732144,0,0.0242842,0.0039236,0.0071583,1.8952736,0,0.0242842,0.0039236,0.0069445,1.7228628,0.608719,0.6094659,0.6085106,0.6106383,0.6085106,0.5981348,0.5978724
stock-841.arff,9,2,950,4.4753128,1.3113962,2.347137,0.0911666,0.6476425,0.2805076,0.1835353,0.7669621,0.0911666,0.6476425,0.2805076,0.1741168,0.6447126,0.6288653,0.6382917,0.6362942,0.6362942,0.6,0.6,0.6
qsar-biodeg-1494.arff,41,2,1055,20.4741855,5.7439074,2.9512991,0,0.2176014,0.0568005,0.0549338,0.8062305,0,0.2176014,0.0568005,0.0542759,0.7771229,0.6056537,0.6152011,0.6103767,0.6161138,0.5934506,0.5981043,0.5968168
heart-h-51.arff,13,5,294,6.4606401,1.6416497,3.2327579,0,0.2539335,0.0173722,0.1009821,1.2704723,0,0.2539335,0.0173722,0.0973088,1.1289562,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SPECT-336.arff,22,2,267,10.9696346,3.7454871,2.1383322,0.0006337,0.133857,0.01197,0.0370186,1.9054886,0.0006337,0.133857,0.01197,0.0362049,1.7785438,0.632376,0.635785,0.6195654,0.6323572,0.6323572,0.6323572,0.6143639
fri_c4_500_10-855.arff,10,2,500,4.839677,1.6585486,1.8394151,0,0.2850341,0.0122373,0.1041331,1.4630921,0,0.2850341,0.0122373,0.099287,1.2526563,0.6342632,0.639173,0.639173,0.639173,0.6345767,0.6345767,0.6345767
fri_c2_250_10-830.arff,10,2,250,4.8990055,1.6227603,2.1758929,0,0.4580571,0,0.1900794,1.6678026,0,0.4580571,0,0.1812336,1.4279234,0.6524979,0.6592363,0.6485767,0.6605767,0.6447606,0.6447606,0.6447606
calendarDOW-40663.arff,32,5,399,15.9292686,5.5718147,2.1354833,0,0.6490628,0.185729,0.1704995,1.2058527,0,0.6490628,0.185729,0.1678963,1.1502615,0.6278719,0.6399771,0.6444301,0.6541433,0.5741433,0.5794301,0.575
energy-efficiency-1472.arff,9,38,768,4.3751054,1.4146964,2.2865957,0,2.8483886,1.0326037,0.8796857,0.4419752,0,2.8483886,1.0326037,0.8345431,0.3715268,0.6015059,0.6015059,0.6015059,0.6015059,0.5551434,0.6015059,0.5908795
eucalyptus-188.arff,19,5,736,9.461752,3.4106769,1.616456,0,0.6404479,0.2415873,0.1708839,0.5999791,0,0.6404479,0.2415873,0.166557,0.5538375,0.669812,0.72815,0.7123046,0.6733137,0.6394558,0.6394558,0.6394558
lsvt-1484.arff,310,2,126,154.8279155,55.766577,2.1261792,0,0.3516836,0,0.0789735,1.1742316,0,0.3516836,0,0.0788464,1.1685604,0.7001002,0.6953482,0.6957368,0.7197488,0.6702143,0.66231,0.6698241
fri_c3_1000_10-740.arff,10,2,1000,4.8849584,1.6641643,1.87784,0,0.3242625,0,0.119418,1.6219793,0,0.3242625,0,0.1138606,1.3886908,0.6576831,0.659173,0.659173,0.659173,0.6451938,0.6575767,0.6575767
clean1-40665.arff,168,2,476,83.9324886,32.8696873,1.654618,0,0.9877271,0.0581396,0.0908437,7.7190307,0,0.9877271,0.0581396,0.0905745,7.6503457,0.8105263,0.7493664,0.7269845,0.8105263,0.8105263,0.8105263,0.8105263
solar-flare-40702.arff,10,2,1066,4.9516631,1.4455306,2.4748176,0,0.0911985,0.0167631,0.0314001,0.9860338,0,0.0911985,0.0167631,0.0299388,0.8442131,0.6131455,0.6131455,0.6131455,0.6131455,0.6131455,0.6122066,0.6122066
wdbc-1510.arff,30,2,569,14.9613557,3.3454608,4.472136,0,0.6850437,0.263275,0.2386331,0.2405371,0,0.6850437,0.263275,0.2347527,0.2287206,0.600191,0.6028897,0.6006664,0.6033569,0.5958464,0.5928306,0.594092
robot-failures-lp5-1520.arff,90,5,164,44.9814903,13.0931119,2.909101,0,0.8199432,0.3427202,0.1889187,-0.1473396,0,0.8199432,0.3427202,0.1878779,-0.1448993,0.6468531,0.647297,0.6262591,0.6597093,0.6323186,0.6121212,0.61183
fri_c4_500_25-838.arff,25,2,500,12.3581494,4.2867678,1.9649988,0,0.3788679,0,0.0916507,3.2406377,0,0.3788679,0,0.0898709,3.0501904,0.6996497,0.6905276,0.6942942,0.6996497,0.6996497,0.6996497,0.6996497
parkinsons-1488.arff,22,2,195,10.96998,3.5347502,2.202549,0.0648361,0.3745785,0.1691107,0.0762604,1.1170804,0.0648361,0.3745785,0.1691107,0.0745841,1.0426598,0.6194626,0.622718,0.6101717,0.6192252,0.6110569,0.5948718,0.607532
fri_c4_100_100-828.arff,100,2,100,49.9468555,21.5183556,1.2561605,0,0.3652955,0,0.0440749,7.3262042,0,0.3652955,0,0.0438562,7.2169326,0.7205039,0.7139726,0.7401938,0.7597385,0.68,0.7042232,0.68
heart-statlog-53.arff,13,2,270,6.4703347,2.1143887,2.1677788,0,0.2030302,0.1099167,0.0722601,0.0659822,0,0.2030302,0.1099167,0.0696315,0.0586325,0.6280628,0.6293458,0.6281355,0.6281355,0.6281355,0.6281355,0.6061673
fri_c2_1000_50-866.arff,50,2,1000,24.9576142,8.7360582,2.131698,0,0.4485162,0,0.0772796,4.9717158,0,0.4485162,0,0.0765183,4.8241987,0.71286,0.6807922,0.6619295,0.7119051,0.7133178,0.7133178,0.7133178
fri_c3_500_25-896.arff,25,2,500,12.2786966,4.243596,1.8674449,0,0.3197641,0,0.0877546,3.1587084,0,0.3197641,0,0.0860504,2.973076,0.6876497,0.6770346,0.6573525,0.6876497,0.6876497,0.6876497,0.6876497
ar6-1064.arff,29,2,101,14.3088634,5.5019702,1.6503054,0,0.0950202,0,0.0326699,1.9513095,0,0.0950202,0,0.0321208,1.8521988,0.7,0.7045191,0.6996589,0.7,0.68,0.6429123,0.6668911
primary-tumor-171.arff,17,22,339,8.3815335,2.5563547,2.8884495,0.0203669,0.3214042,0.1701481,0.0902171,0.0964789,0.0203669,0.3214042,0.1701481,0.0876753,0.0882069,0.5866107,0.5953968,0.5965272,0.5940008,0.5677059,0.575939,0.5806842
fri_c4_250_25-933.arff,25,2,250,12.3984137,4.5675625,1.7152256,0,0.403416,0,0.0960719,3.2007377,0,0.403416,0,0.0942062,3.0126352,0.7156341,0.71142,0.7122942,0.7282942,0.7082942,0.7096497,0.7096497
MindCave2-1450.arff,39,2,125,19.4370226,6.888486,1.8805682,0,0.1408904,0.0803507,0.0537706,-0.0015271,0,0.1408904,0.0803507,0.0530942,-0.0014692,0.6130252,0.6252232,0.6251586,0.616,0.616,0.616,0.613785
analcatdata_authorship-458.arff,70,4,841,34.9750616,7.8206615,4.472136,0.0220636,0.7966561,0.2292159,0.1704664,1.0515411,0.0220636,0.7966561,0.2292159,0.1692616,1.0291876,0.5983137,0.5957838,0.5951556,0.6004236,0.5976396,0.5950721,0.5939722
plasma_retinol-915.arff,13,2,315,6.4754107,2.0551921,2.2763768,0,0.0383232,0,0.0107239,3.0076943,0,0.0383232,0,0.0103338,2.6726716,0.6401433,0.6419898,0.6360721,0.631746,0.631746,0.6198719,0.6063492
analcatdata_authorship-970.arff,70,2,841,34.8860634,14.6985025,1.263759,0,0.4702971,0.0591551,0.1182324,1.5060857,0,0.4702971,0.0591551,0.1173968,1.4740697,0.7463713,0.7427581,0.7538396,0.7610777,0.6877743,0.6306404,0.6418381
ar1-1059.arff,29,2,121,14.3532716,4.9984348,2.1420641,0,0.0721776,0,0.0264866,1.855976,0,0.0721776,0,0.0260414,1.7617074,0.625,0.6251825,0.625,0.625,0.625,0.625,0.625
PieChart3-1453.arff,37,2,1077,18.4848754,5.1390289,2.9659027,0,0.0983488,0.0277057,0.0289269,0.4160677,0,0.0983488,0.0277057,0.0285438,0.3994443,0.6072259,0.6075922,0.5990732,0.6092808,0.6064965,0.6064965,0.6083527
bridges-328.arff,12,6,105,5.9339493,1.6327074,2.9848942,0.0955776,2.3176028,0.3626326,0.6621009,2.0082583,0.0955776,2.3176028,0.3626326,0.636126,1.7664182,0.5933745,0.6044183,0.5974128,0.5904762,0.5904762,0.5904762,0.5904762
autos-9.arff,25,7,205,12.4631221,4.3548176,2.0657448,0,1.1895624,0.2688957,0.3105035,1.3215877,0,1.1895624,0.2688957,0.3044737,1.2439201,0.6947012,0.6942347,0.6840354,0.7000887,0.6419405,0.6671739,0.6610643
fri_c0_100_25-889.arff,25,2,100,12.4095789,4.9066407,1.2846767,0,0.1676317,0,0.0421363,3.3713606,0,0.1676317,0,0.0413181,3.1732309,0.6580786,0.6602354,0.6547625,0.6588812,0.6591891,0.6491891,0.6462942
cleveland-786.arff,13,2,303,6.3055706,1.9269907,2.8882511,0,0.2064683,0.1124219,0.0770339,0.0261518,0,0.2064683,0.1124219,0.0742317,0.0232388,0.5941058,0.5993865,0.6003961,0.5948022,0.5891978,0.5891978,0.5925036
fri_c4_100_10-878.arff,10,2,100,4.8421875,1.8067285,1.5525165,0,0.3657657,0,0.117259,2.7136265,0,0.3657657,0,0.1118021,2.3233269,0.66091,0.6762878,0.667173,0.6767606,0.6167606,0.5911798,0.6725767
fri_c4_1000_25-723.arff,25,2,1000,12.4259458,4.2785999,1.9570301,0,0.2846579,0,0.075676,3.021099,0,0.2846579,0,0.0742064,2.8435537,0.7241846,0.7211168,0.7242942,0.7258022,0.7226497,0.7242942,0.7242942
fri_c1_250_25-746.arff,25,2,250,12.3546171,4.3808989,1.767809,0,0.3513711,0,0.0895644,3.1849124,0,0.3513711,0,0.0878251,2.99774,0.7042942,0.6928854,0.6776497,0.7042942,0.656,0.6696497,0.6776497
soybean-1023.arff,35,2,683,17.4332928,5.1933944,2.8948244,0.0001022,0.1301431,0.0262132,0.0349417,1.2560112,0.0001022,0.1301431,0.0262132,0.034453,1.2030018,0.5975953,0.5984929,0.6035175,0.6048229,0.5812431,0.5847769,0.5862763
autoUniv-au7-700-1553.arff,12,3,700,5.9713028,1.8797143,2.233913,0,0.186299,0.0004561,0.0533056,3.2680812,0,0.186299,0.0004561,0.0512143,2.8745296,0.6531271,0.6589851,0.6585089,0.6599375,0.6328571,0.6328571,0.6474338
arrhythmia-1017.arff,279,2,452,139.4727867,50.0817168,2.1249577,0,0.1177981,0.0050022,0.0277438,1.2579224,0,0.1177981,0.0050022,0.0276942,1.2511734,0.673631,0.638431,0.6321674,0.6854267,0.6389108,0.6326835,0.659389
anneal-2.arff,38,6,898,18.8900714,5.7484243,2.8887379,0,0.4232936,0,0.0929075,2.7721444,0,0.4232936,0,0.0917087,2.6642636,0.5927142,0.6030108,0.6048931,0.6084301,0.591242,0.5879458,0.5959794
collins-987.arff,23,2,500,10.9262222,4.2284709,1.4125662,0,0.6343096,0.0582462,0.2074173,2.1641028,0,0.6343096,0.0582462,0.2030502,2.0260777,0.602,0.6012827,0.602,0.602,0.5739747,0.5943599,0.602
fri_c1_500_25-779.arff,25,2,500,12.3468415,4.5621377,1.6850707,0,0.275741,0,0.0784203,2.9129689,0,0.275741,0,0.0768974,2.7417781,0.6756497,0.6710544,0.6433525,0.6756497,0.6756497,0.6756497,0.6756497
bodyfat-778.arff,14,2,252,6.5686633,2.4792579,1.497581,0,0.9998182,0.1709781,0.2608962,2.2831076,0,0.9998182,0.1709781,0.2520496,2.0465179,0.6277228,0.627651,0.6277228,0.6277228,0.6277228,0.6277228,0.6277228
tecator-851.arff,124,2,240,61.956867,19.7941325,2.3659856,0,0.6420772,0.0552602,0.0808255,5.3567471,0,0.6420772,0.0552602,0.0805015,5.2922451,0.6195529,0.6136833,0.6139,0.624136,0.6111792,0.6177719,0.614126
autoUniv-au6-1000-1555.arff,40,8,1000,19.9811329,5.1579183,3.1667539,0,0.100455,0,0.0158886,6.2371943,0,0.100455,0,0.0156937,6.0064522,0.637302,0.6192846,0.6158391,0.638,0.606,0.6133242,0.6263242
chatfield_4-820.arff,12,2,235,5.9618406,1.9117697,2.1907837,0,0.7022796,0.4322074,0.1688516,-1.3338022,0,0.7022796,0.4322074,0.1622273,-1.173182,0.6435939,0.6427046,0.6442213,0.6442213,0.6135088,0.6186894,0.6186894
colic-25.arff,27,2,368,13.4613815,4.8095908,1.8122189,0,0.8688608,0.0064588,0.1698777,4.6033027,0,0.8688608,0.0064588,0.1668166,4.3524724,0.6420881,0.6645686,0.640246,0.6713163,0.6044133,0.6223367,0.6435986
fri_c2_500_25-879.arff,25,2,500,12.4188235,4.2306753,2.1612219,0,0.3812837,0,0.1038857,3.2734802,0,0.3812837,0,0.1018683,3.0811028,0.6908812,0.6890657,0.6916497,0.6942942,0.6908812,0.6908812,0.6908812
CostaMadre1-1446.arff,37,2,296,18.4646051,5.5599878,2.8909719,0,0.0821464,0,0.0264242,0.8567012,0,0.0821464,0,0.0260742,0.8224729,0.6015477,0.6095557,0.6109018,0.6128254,0.5966102,0.5966102,0.6
tic-tac-toe-50.arff,9,2,958,4.4734689,1.1498144,3.1838203,0.0070051,0.0871867,0.0135567,0.0258437,2.9075028,0.0070051,0.0871867,0.0135567,0.0245175,2.4440627,0.6,0.6,0.6,0.6,0.6,0.6,0.6
climate-model-simulation-crashes-40994.arff,20,2,540,9.9914052,2.4980377,3.3113538,0,0.0816671,0,0.0251727,2.2568704,0,0.0816671,0,0.0245661,2.0918026,0.6084352,0.6041387,0.6129669,0.6037037,0.6062395,0.5985685,0.6041803
colleges_aaup-897.arff,16,2,1161,7.9388218,2.493095,2.0890112,0,0.8809748,0.2325859,0.2677599,0.9027387,0,0.8809748,0.2325859,0.2597653,0.8206176,0.617122,0.6155373,0.617122,0.6128117,0.6128117,0.6106624,0.6047081
fri_c1_500_50-766.arff,50,2,500,24.9509055,8.8039779,2.1293439,0,0.3671997,0,0.0630203,5.0238461,0,0.3671997,0,0.0623994,4.8747822,0.7409051,0.6823512,0.6596589,0.7423178,0.7409051,0.7174654,0.7409051
cholesterol-798.arff,13,2,303,6.442555,2.0737393,2.2483493,0,0.0260985,0.000107,0.0080716,1.7405931,0,0.0260985,0.000107,0.007778,1.546711,0.634236,0.6358285,0.6278601,0.6410832,0.6045756,0.6212485,0.6264463
flags-1012.arff,29,2,194,14.4102745,5.0987722,1.9370396,0,0.9390302,0.0157498,0.1732047,4.9340322,0,0.9390302,0.0157498,0.1702935,4.6834233,0.6435943,0.6574245,0.6596151,0.6725954,0.6390393,0.6082969,0.6426345
zoo-62.arff,17,7,101,8.4162463,2.7397605,2.2215274,0.0506688,2.3905597,0.614494,0.5516544,1.9230332,0.0506688,2.3905597,0.614494,0.5361117,1.7581538,0.6010757,0.6094823,0.6113525,0.5940008,0.6047625,0.5762942,0.5913525
breast-cancer-13.arff,9,2,286,4.4661699,1.3049559,2.4474811,0.0020016,0.0770099,0.025819,0.0299425,0.3053034,0.0020016,0.0770099,0.025819,0.0284059,0.2566397,0.6278732,0.6262374,0.6278732,0.6278732,0.59837,0.6035088,0.6103293
MeanWhile1-1449.arff,37,2,253,18.4620286,5.3049425,2.9209536,0,0.0996842,0.0565576,0.0351229,-0.186517,0,0.0996842,0.0565576,0.0346577,-0.1790649,0.6057918,0.6080626,0.6005373,0.6064045,0.5984837,0.5920792,0.5953057
