Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_neutral_m1,feature_neutral_m2,feature_hdil_max,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
autoUniv-au6-1000-1555.arff,40,8,1000,0.00625,0.00125,19.9422418,6.1314604,2.8879461,0,0.100455,0,0.0158886,6.2371943,0,0.100455,0,0.0156937,6.0064522,0.545,0.5300417,0.53375,0.5475,0.52125,0.5175,0.53375
fri_c4_500_25-838.arff,25,2,500,0.006,0.004,12.4447938,4.4398011,1.8823341,0,0.3788679,0,0.0916507,3.2406377,0,0.3788679,0,0.0898709,3.0501904,0.6275,0.6119167,0.5975,0.6275,0.6275,0.6275,0.6275
heart-h-1565.arff,13,5,294,0.0615385,0.0153846,6.4325648,2.0733836,2.2985305,0,0.2855763,0,0.1195334,0.7975466,0,0.2855763,0,0.1151852,0.708709,0.5228813,0.5289548,0.5254238,0.5338983,0.5042373,0.5127118,0.5127118
CastMetal1-1447.arff,37,2,327,0.2,0.0094595,18.3475879,5.6429759,2.8879425,0,0.0715118,0,0.0237612,0.7150199,0,0.0715118,0,0.0234464,0.6864522,0.5264631,0.5332062,0.5305344,0.5267176,0.5038168,0.519084,0.5267176
cholesterol-798.arff,13,2,303,0.0230769,0.0076923,6.3965004,2.1905055,2.1522764,0,0.0260985,0.000107,0.0080716,1.7405931,0,0.0260985,0.000107,0.007778,1.546711,0.5487604,0.55854,0.5619835,0.5578512,0.5371901,0.5330578,0.5330578
echoMonths-944.arff,9,2,130,0.0333333,0.0111111,4.3959936,1.6779317,1.3948414,0,0.3383593,0.0115949,0.1095292,2.2497659,0,0.3383593,0.0115949,0.1039085,1.8911655,0.5208334,0.5346154,0.5288462,0.5192308,0.5480769,0.5192308,0.5288462
fri_c3_1000_25-715.arff,25,2,1000,0.004,0.002,12.3989189,4.3056322,2.1354839,0,0.3547609,0,0.089362,3.1290502,0,0.3547609,0,0.0876266,2.9451607,0.67225,0.6713333,0.65125,0.68,0.6725,0.6725,0.68
ar4-1061.arff,29,2,107,0.3310345,0.0189655,14.3364632,4.3860677,2.8881619,0,0.2721521,0.1448515,0.07932,-0.4281369,0,0.2721521,0.1448515,0.0779868,-0.406391,0.542248,0.5515504,0.5465116,0.5348837,0.5232558,0.5232558,0.5232558
fri_c2_500_25-879.arff,25,2,500,0.008,0.002,12.4215587,4.511794,1.7666878,0,0.3812837,0,0.1038857,3.2734802,0,0.3812837,0,0.1018683,3.0811028,0.6145833,0.6111667,0.595,0.6225,0.615,0.615,0.615
autoUniv-au1-1000-1547.arff,20,2,1000,0.0025,0.0025,9.8979443,3.021044,2.8883711,0,0.0147018,0,0.0057764,1.5214252,0,0.0147018,0,0.0056372,1.410148,0.5422083,0.5444583,0.54625,0.51875,0.54,0.52375,0.51875
breast-cancer-dropped-missing-attributes-values-23499.arff,9,2,277,0.0222222,0.0055556,4.4227455,1.3328676,2.8907412,0.0012327,0.0885328,0.0347036,0.0327103,0.3233294,0.0012327,0.0885328,0.0347036,0.0310317,0.2717925,0.5418919,0.543994,0.5405406,0.545045,0.527027,0.527027,0.518018
fri_c4_250_25-933.arff,25,2,250,0.016,0.004,12.4433777,4.7783859,1.4271745,0,0.403416,0,0.0960719,3.2007377,0,0.403416,0,0.0942062,3.0126352,0.6465,0.6383333,0.64,0.665,0.64,0.64,0.64
parkinsons-1488.arff,22,2,195,0.2340909,0.0136364,10.8967159,3.6711387,2.2156287,0.0648361,0.3745785,0.1691107,0.0762604,1.1170804,0.0648361,0.3745785,0.1691107,0.0745841,1.0426598,0.5275641,0.5393162,0.525641,0.525641,0.5192308,0.5128205,0.5192308
primary-tumor-171.arff,17,22,339,0.0147059,0.0029412,8.3752363,2.8830189,1.9626526,0.0203669,0.3214042,0.1701481,0.0902171,0.0964789,0.0203669,0.3214042,0.1701481,0.0876753,0.0882069,0.5003677,0.5264706,0.5257353,0.5,0.5110294,0.5147059,0.5147059
sensory-826.arff,11,2,576,0,0,5.2954788,1.7497549,2.2470222,0.000009,0.0501481,0.0032358,0.0149893,2.3806936,0.000009,0.0501481,0.0032358,0.0143511,2.0686453,0.5355072,0.5403623,0.5456522,0.5304348,0.5217392,0.5195652,0.526087
audiology-7.arff,69,24,226,0.4,0.0115942,34.282747,15.2987216,0.9652049,0.0088355,0.9034409,0.0443483,0.2050083,2.2118235,0.0088355,0.9034409,0.0443483,0.2035386,2.1641289,0.5527778,0.5757407,0.5666666,0.5611111,0.5611111,0.55,0.5555556
lymph-10.arff,18,4,148,0.0583333,0.0055556,8.8154651,3.3950824,1.6458336,0.02912,0.4018839,0.1443421,0.086783,1.4882456,0.02912,0.4018839,0.1443421,0.0844683,1.3675769,0.5022599,0.5217514,0.5254237,0.5,0.5084746,0.5084746,0.5084746
fri_c4_100_50-932.arff,50,2,100,0.064,0.008,24.9159366,10.0657056,1.625623,0,0.3973686,0,0.0609844,5.6221982,0,0.3973686,0,0.0603836,5.4553804,0.63,0.6258333,0.625,0.65,0.6375,0.6375,0.6375
fri_c2_250_10-830.arff,10,2,250,0.01,0.005,4.7404767,1.7350651,1.5276945,0,0.4580571,0,0.1900794,1.6678026,0,0.4580571,0,0.1812336,1.4279234,0.5775,0.5836667,0.585,0.585,0.56,0.565,0.565
fri_c4_1000_25-723.arff,25,2,1000,0.004,0.002,12.3526177,4.4295061,1.7909968,0,0.2846579,0,0.075676,3.021099,0,0.2846579,0,0.0742064,2.8435537,0.66,0.65175,0.63875,0.66375,0.65625,0.66,0.66
heart-c-49.arff,13,5,303,0.0153846,0.0038462,6.4822321,2.1502697,1.9457753,0,0.2116278,0.1168338,0.078298,0.0033771,0,0.2116278,0.1168338,0.0754498,0.0030009,0.5139118,0.5316804,0.5371901,0.5123967,0.5289256,0.5289256,0.5206612
boston_corrected-825.arff,20,2,506,0.015,0.0025,9.8057,4.3133419,0.9673123,0.0000321,0.5634028,0.2488164,0.1436197,0.1410921,0.0000321,0.5634028,0.2488164,0.1401585,0.1307726,0.5132838,0.5311056,0.5321782,0.5074258,0.519802,0.509901,0.5247525
meta-757.arff,21,2,528,0.102381,0.0071429,10.2185503,3.1013087,2.8891635,0,0.1179215,0.0488101,0.0337352,0.4691728,0,0.1179215,0.0488101,0.0329596,0.4364584,0.5161138,0.5223539,0.521327,0.4976304,0.5047394,0.5094787,0.5
breast-tissue-1465.arff,9,6,106,0.2611111,0.0666667,4.4621505,1.2774712,2.9248759,0,0.3230345,0,0.1311741,1.666393,0,0.3230345,0,0.1244427,1.400779,0.5055556,0.5095238,0.5119048,0.4880952,0.5119048,0.5119048,0.5119048
bridges-328.arff,12,6,105,0.6208333,0.1291667,5.9598288,1.7367866,2.9081793,0.0955776,2.3176028,0.3626326,0.6621009,2.0082583,0.0955776,2.3176028,0.3626326,0.636126,1.7664182,0.5075397,0.5107143,0.5119048,0.4880952,0.5,0.5,0.5
solar-flare-40686.arff,12,5,315,0.0625,0.0083333,5.3797062,2.2454834,1.0045212,0.0161514,0.8730735,0.0584631,0.3151335,1.8700148,0.0161514,0.8730735,0.0584631,0.3027705,1.6448224,0.5342592,0.5351851,0.5357142,0.5357142,0.5119048,0.5119048,0.515873
emotions-40589.arff,77,2,593,0.1331169,0.0038961,38.4189676,12.4763735,2.2992519,0,0.2740917,0.0358175,0.0693638,1.0042463,0,0.2740917,0.0358175,0.0689178,0.9848254,0.4918425,0.5026723,0.5084388,0.485232,0.5021097,0.5021097,0.5
lymph-1006.arff,18,2,148,0.0861111,0.0111111,8.8452085,3.385083,1.49022,0,0.3109691,0.0366084,0.0843887,1.7091373,0,0.3109691,0.0366084,0.082138,1.5705585,0.5053672,0.5231639,0.5084746,0.5084746,0.5169492,0.5084746,0.5
SPECT-336.arff,22,2,267,0.0204545,0.0045455,10.8708551,3.7809278,2.1559313,0.0006337,0.133857,0.01197,0.0370186,1.9054886,0.0006337,0.133857,0.01197,0.0362049,1.7785438,0.5434579,0.5602803,0.5560748,0.542056,0.542056,0.542056,0.5373832
cleveland-786.arff,13,2,303,0.0153846,0.0038462,6.4351965,2.1936382,1.8791956,0,0.2064683,0.1124219,0.0770339,0.0261518,0,0.2064683,0.1124219,0.0742317,0.0232388,0.5097796,0.5322314,0.5247934,0.5123967,0.5289256,0.5289256,0.5206612
primary-tumor-1003.arff,17,2,339,0.0529412,0.0088235,8.4701064,2.8683405,2.1423652,0.000607,0.1344402,0.0136139,0.0340818,2.4417643,0.000607,0.1344402,0.0136139,0.0331215,2.2324092,0.5115196,0.5221814,0.5220588,0.5220588,0.5147059,0.5147059,0.5
ilpd-1480.arff,10,2,583,0.025,0.01,4.9694338,1.4900723,2.892291,0,0.1027855,0.0471815,0.0380521,0.1051557,0,0.1027855,0.0471815,0.0362812,0.0900312,0.540844,0.5397711,0.5364807,0.5343348,0.5300429,0.5193133,0.5236052
ionosphere-59.arff,34,2,351,0.1352941,0.0088235,16.8710118,5.1758718,2.8880036,0,0.4615309,0.3084191,0.1002059,-0.7448897,0,0.4615309,0.3084191,0.098764,-0.7125406,0.5210715,0.5226191,0.525,0.5035714,0.5142857,0.5107143,0.5142857
anneal-989.arff,38,2,898,0.2078947,0.0078947,18.9559686,6.5521147,2.1332106,0,0.2121274,0,0.0425336,3.5483724,0,0.2121274,0,0.0419847,3.4102839,0.5102136,0.5227484,0.5208914,0.5278552,0.5083566,0.5083566,0.5069638
backache-463.arff,32,2,180,0.2640625,0.0125,15.9180802,4.8936302,2.8879477,0,0.0609531,0.003887,0.0174561,1.2581715,0,0.0609531,0.003887,0.0171896,1.2001683,0.5208334,0.5263889,0.5277778,0.5069444,0.5208334,0.5069444,0.5138889
climate-model-simulation-crashes-40994.arff,20,2,540,0.04,0.01,9.8209416,3.0137179,2.8879942,0,0.0816671,0,0.0251727,2.2568704,0,0.0816671,0,0.0245661,2.0918026,0.5184414,0.5240741,0.525463,0.5046296,0.5162037,0.5138889,0.5138889
colic-27.arff,22,2,368,0.0340909,0.0045455,10.8733017,3.8354547,2.1276569,0,0.2840101,0.0272486,0.0632814,2.647319,0,0.2840101,0.0272486,0.0618905,2.470953,0.5384354,0.5433107,0.5442177,0.5408163,0.537415,0.5272109,0.5238095
